Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Tyler Durna 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Biondi OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Gould SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Filliben SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Glowenke SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Ward 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osvaldo Tovalin 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renae Martinez C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Sosa OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenly Hunter OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Ngoepe SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis Wendzel 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Paul SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Chirinos 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Lopez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Goris SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Ard 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Franklin OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdiel Layer 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Rodriguez 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Gonzalez OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tirso Ornelas OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Guerrero 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Velasquez 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Baez SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristofer Torin SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Luciano C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario Pizzano OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Cannon 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adriel Radney OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Morozowski OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Francisco OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarling Mercado OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmond Lindsay OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Diaz SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Rivas SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Feltner 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Linarez C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrison Schwartz OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Maris 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas Glod OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Easley 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Cooper 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Marisnick OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Hurtubise OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavares Tears OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Caldwell 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryson Brigman SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Galiz C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Pintar OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Gonzalez SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT Schwartz 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar Obregon 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Murr OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Bohn SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan McCants 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Blanton SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendon Davis OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winder Diaz 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Simoneit C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roc Riggio 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis Bradshaw OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Dobson SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Ely 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Rickles C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zavier Warren OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Martinez C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Ramos OF | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Holton 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Pope SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Groshans 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Jones OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Jenkins-Cowart 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Matthews OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Henson C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilman Diaz 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Uriarte C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Tucker OF | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Sugilio OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Ball 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexeis Azuaje 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Ramirez 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Arnold C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Stephens 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayan Morales OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raywilly Gomez C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Murphy C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Zebrowski C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colton Welker 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Martin SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Feliz SS | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David McCabe 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Ricketts C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Grotjohn 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinny Siena 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Pearson OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duanel Jones 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Rodriguez C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viandel Pena 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Pertuz 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arturo Nieto C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Sepulveda 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Mora OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Guerrero OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kody Hoese 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chadwick Tromp C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemal Flores OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Serretti 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Lameda 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Miller 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imanol Vargas 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Valenzuela C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Winn C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Williams C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reidy Mercado OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bijan Rademacher OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremias Pineda 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Martin OF | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delvin Zinn SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy de la Rosa OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Hagerty C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Durfee C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Mateo OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myles Schroder C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfredo Flores OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Heyward OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerrick Suiter OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Young SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon McIlwain OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Lora SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Shockley C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Aklinski OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott McKeon SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Davis 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Culberson 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correlle Prime 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wade Stauss C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Spitz OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champ Stuart OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Spohn SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conner Capel OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristen Lutz OF | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Ortega SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Jebb SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Jimenez SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevonte Mitchell OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Kinneman OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.P. Martinez OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Luna OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Littlewood C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby Woodmansee SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorlis Rodriguez 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Boeve 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aderlin Rodriguez 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Dewees OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Garcia OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Van Horn SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Clarke 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Alifano 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Vasquez SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Infante 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demetrio Crisantes 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Martorella 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Devers 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Fischer 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Wilson OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dasan Brown OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Lomavita C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Krause C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar Sparks OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Ochoa Leyva 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Morin C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Shackelford SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesny Young 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Gumbs 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Diaz C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandler Seagle C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Silviano 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Lloyd OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Opitz SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Jorge OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yadir Drake OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yosmany Guerra SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yusniel Diaz OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Howard 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby Shade OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Sabol OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skye Bolt OF | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Maldonado C | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Sharpe OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Stephens OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremias Portorreal OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Cornelius 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brantley Bell 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayce Boyd 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Howard SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kodie Tidwell SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Balcazar SS | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Mejia 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Basabe SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabin Ceballos 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Franco 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan McKenna OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdias De La Cruz OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Medina OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Garvey OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Simpson 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerwilian Cedeno OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddys Leonard 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Troy 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Jorge 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Bateman OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geraldo Quintero OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Petry OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Johnson SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeke White OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rene Pinto C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Palma OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leodany Perez OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jauri Custodio OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddy Rodriguez OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Carlos Urena OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Consuegra OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Howard SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Foster 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Rodriguez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Honeyman OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson DeMartini 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Muzziotti OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny Homza 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Brannigan SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Rodriguez C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Emiliani 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Cluff OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Jagielo 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Winker DH | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Sundberg OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jancarlos Cintron 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Saltiban OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Witt SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Campos C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Rizzie C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Lopez SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgardo Fermin SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donta' Williams OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Suarez OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Sanchez SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Hall OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Coppola OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Anderson OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxx Tissenbaum 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberts Aponte SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Buchberger 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucupita Marcano SS | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Sullivan OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Valerio C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Bishop OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Chavers OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwanya Williams-Sutton OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Hernandez C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Markwardt OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Berberet C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Martinez 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Macias SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Medrano 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joan Delgado OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfredo Lara SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Escobar SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Fernandez C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randy Reyes OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Stephan OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Gonzalez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Labour OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Mercado C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Arribas 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grae Kessinger 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Datres 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Bechtold 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Rodriguez OF | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Quintana 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roismar Quintana OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Lavigne 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Johnson OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Manuel Acosta 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley Adams C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Daniel 2B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Torres 3B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Suwinski OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Morel SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freylin Minyety SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oswaldo Osorio SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
