Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Emil Morales SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Paige 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Hoffman SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Griffin SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deniel Ortiz 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yiddi Cappe 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Matheny 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Berg C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Campbell SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Kross C | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Davalan OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaze Jordan 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Alleyne OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Soriano OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Lewis 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Ugueto OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.T. Arruda 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Owings 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Allen 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyler Castillo OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Stevens 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilberto Celestino OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norel Gonzalez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Mejia 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Perdomo SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Fuller OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Paolini OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Michael Faile C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Johnson OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Santiago SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Costello 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Curpa 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankie Tostado OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Moore 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Baez OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey McElroy SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Snyder 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Arguelles OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheng-Ping Chen SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Baker SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Carmona 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Caskenette C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Chang 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Diaz OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawuan Harris OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Garcia SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Lodise SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Black 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Roy OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heath Holder OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Pabon SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayner Arias OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Richardson SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Greene OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mervis 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Hearn C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Barnes C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian Rodriguez 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D'Andre Smith SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avery Owusu-Asiedu OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Ortiz 3B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Bruno SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yariel Gonzalez 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wagner Lagrange OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Betancourt SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Nagle OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jin-De Jhang C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Thomas C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Heyward OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Garcia 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Neville OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonah Cox OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuli Gurriel DH | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayan Hernandez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Vicuna SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joendry Vargas SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson Byrd SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Belyeu OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Garriola OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Dorrian 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tai Peete OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Garcia C | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Voit 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared King OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gonzalez OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Vargas 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Black SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braxton Davidson OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deon Stafford C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yahil Melendez SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Lindsly C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikis De La Cruz OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Jacobs 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reshard Munroe OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Valenzuela SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronis Aybar OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cito Culver SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Montano OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Denton OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian Vaquero OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Daily SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Drake OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Dungan SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Pinckney OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurickson Profar OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cord Sandberg OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Martin OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Davis OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo Davidson OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Williams OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elio Prado OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Allen C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Duno C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalin Flores SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Medina OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota Harris SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher De La Cruz OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaun Brown OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juancito Martinez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiva Arquette SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Anderson OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Thomas OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arquimedes Gamboa SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Gaylor OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Alvarez C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Washington 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylan Nicasia SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sal Giardina C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Gerardo OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Truitt Madonna C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korry Howell OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Melendez 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Trice C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Marte OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chance Sisco C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Garcia C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elian Pena SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Coutts 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Collymore OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Almonte OF | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenny Cumana SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Windham 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micah McDowell OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Ibarra SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Hartman OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyker Pastran SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irving Lopez 2B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Tolve C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar King C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Kennedy 3B | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Perez 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LJ Hatch SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaden Fein OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar De Los Santos OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Scavuzzo OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Termarr Johnson 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enmanuel Terrero OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Perez SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Brown 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yordany De Los Santos 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Jarvis SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Godfrey OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darell Morel SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Druw Jones OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Dillard C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Alvarez 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Sagdal 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Wyatt 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Ascanio SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Dugas 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Tanner C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Alcantara SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobie Vance 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Koperniak OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Avans OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Callahan 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold Ramirez DH | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Lugo SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ji-Man Choi DH | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Santana 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Wood C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Brantly C | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elehuris Montero 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Hernandez SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacen Roberson OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yassel Pino 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Arroyo 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Roache OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar Alfonzo C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Ramos OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Simmons 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Trees C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Franco OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juniel Querecuto 3B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston Baro SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Thompson OF | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max George C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy McAfee SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Sanchez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Mendoza 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channy Ortiz SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Farmer C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Juan OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Melendez OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Forrester C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Austin C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franchy Cordero OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Carr OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Lott OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryson Horne 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Ellis 1B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zachary Zubia 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Whalen 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Berti 3B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Caro OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Jaworsky SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberti Chavez 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ehrhard OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Reynoso OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Victor Mesa OF | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Hendrie C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Harris C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Messina C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt O'Neill C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Trinkwon 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matheu Nelson C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Almanzar 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rougned Odor 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Rey 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Kokoska OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stryker Trahan OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Jarvis SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Garcia C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph Oduber OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Guzman SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhailyn Ortiz OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeren Kendall OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Gorski 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Florentino OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Made 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Pham OF | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Villar 1B | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Peurifoy OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mack Chambers SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Palumbo SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Villarroel SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Cardona OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alirio Ferrebus C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Baker C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Smith OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enmanuel Zabala OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryson Smith OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deyvison De Los Santos 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Gallagher C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Pintor SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narciso Mesa OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Compton 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Garcia 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yairo Padilla SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yairo Munoz 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Vaughn OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kai Roberts OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohendry Sanchez C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Brito 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnie Jebavy OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Spence SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashton Creal OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Lofstrom C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Baez 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Mathias 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adolfo Sanchez OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Gomez SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isan Castillo SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Herbert C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seby Zavala C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Dunlap C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Roederer OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Hendrick OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Nehrir OF | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Davis 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Oliva OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Perez SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshitomo Tsutsugo 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Crenshaw OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. White OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Northcut 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Abreu OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Jones OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio Finol 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yhoswar Garcia OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Weeks OF | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Taylor OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Pineda 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
